proposicao,id_camara,id_senado,apelido,tema,prioridade,advocacy_link,keywords,tipo_agenda,explicacao_projeto,classificacao_ambientalismo,explicacao_ambientalismo
PL 4270/2020,2260661,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4334/2020,2260883,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4369/2020,2261118,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4370/2020,2261119,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4371/2020,2261120,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4386/2020,2261163,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4387/2020,2261166,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4395/2020,2261189,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4396/2020,2261190,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4400/2020,2261200,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4402/2020,2261205,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4429/2020,2261942,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4437/2020,2261955,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4438/2020,2261956,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4473/2020,2262087,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 1543/2020,2262107,141437,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4478/2020,2262110,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4492/2020,2262146,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4520/2020,2262764,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4529/2020,2262777,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4531/2020,2262784,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 398/2020,2262788,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4534/2020,2262789,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4541/2020,2262801,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4542/2020,2262802,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4555/2020,2262831,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 399/2020,2262837,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4583/2020,2262905,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4593/2020,2262925,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4595/2020,2262928,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4614/2020,2262966,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4619/2020,2263001,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4624/2020,2263011,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4648/2020,2263047,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 4651/2020,2263061,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4655/2020,2263069,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 4658/2020,2263079,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4669/2020,2263115,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4670/2020,2263140,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4690/2020,2263214,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4697/2020,2263264,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4699/2020,2263266,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4705/2020,2263280,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4714/2020,2263379,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4730/2020,2263425,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4734/2020,2263447,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 414/2020,2263448,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4735/2020,2263452,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PDL 415/2020,2263453,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 416/2020,2263461,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 417/2020,2263463,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4745/2020,2263491,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4750/2020,2263522,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 419/2020,2263588,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 420/2020,2263589,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 421/2020,2263619,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 432/2020,2263735,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4803/2020,2263746,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4804/2020,2263747,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 439/2020,2263777,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4820/2020,2263785,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4826/2020,2263833,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4827/2020,2263834,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 4828/2020,2263835,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 4829/2020,2263836,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,Negativo
PL 4839/2020,2264051,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 443/2020,2264071,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4853/2020,2264132,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4854/2020,2264134,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4629/2020,2264144,144719,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4864/2020,2264198,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PDL 444/2020,2264202,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4871/2020,2264216,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PDL 446/2020,2264242,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4879/2020,2264249,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4902/2020,2264296,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4906/2020,2264300,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PLP 246/2020,2264310,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 4926/2020,2264342,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4927/2020,2264343,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4928/2020,2264344,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 4930/2020,2264348,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4933/2020,2264351,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 450/2020,2264352,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 4934/2020,2264354,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4980/2020,2264536,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4993/2020,2264576,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5014/2020,2264636,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5015/2020,2264637,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5020/2020,2264650,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5048/2020,2264748,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5085/2020,2264953,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5086/2020,2264954,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 474/2020,2265025,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5094/2020,2265026,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5118/2020,2265073,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5119/2020,2265074,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 475/2020,2265075,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5123/2020,2265092,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5135/2020,2265117,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5146/2020,2265159,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5150/2020,2265166,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5159/2020,2265182,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5172/2020,2265216,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5174/2020,2265220,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5180/2020,2265242,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5191/2020,2265295,146362,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5196/2020,2265315,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5212/2020,2265449,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PDL 488/2020,2265572,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5268/2020,2265605,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5269/2020,2265607,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5291/2020,2265648,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5292/2020,2265649,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 4528/2020,2265652,144643,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 493/2020,2265667,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5332/2020,2265892,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5344/2020,2265933,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5367/2020,2265998,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PDL 519/2020,2266103,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 520/2020,2266108,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 526/2020,2266284,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 528/2020,2266316,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5426/2020,2266317,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5452/2020,2266498,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5453/2020,2266510,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5456/2020,2266592,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5461/2020,2266605,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5474/2020,2266686,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5481/2020,2266762,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5490/2020,2266845,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 5491/2020,2266848,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 5498/2020,2266883,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5499/2020,2266894,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PDL 547/2020,2267034,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PDL 548/2020,2267038,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5516/2020,2267065,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5518/2020,2267073,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5528/2020,2267105,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PDL 554/2020,2267258,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PLP 279/2020,2267318,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5544/2020,2267350,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Negativo,Negativo
PL 5560/2020,2267445,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5570/2020,2267546,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Positivo,Positivo
PL 368/2019,2190990,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 454/2019,2191138,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 807/2019,2192187,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 879/2019,2192347,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 1497/2019,2193987,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PDL 71/2019,2194820,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 1685/2019,2195043,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PL 1792/2019,2195635,140311,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 2952/2019,2203904,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PDL 344/2019,2205527,,,Estrutura Fundiária,,,,,,Negativo,Negativo
MPV 884/2019,2208200,137319,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutra
PL 4226/2019,2213405,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 4348/2019,2214203,140554,,Estrutura Fundiária,,,,,,Negativo,negativo
PL 4882/2019,2218749,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PL 5308/2019,2222727,,,Estrutura Fundiária,,,,,,Neutro,neutro
MPV 897/2019,2222884,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5364/2019,2223732,,,Estrutura Fundiária,,,,,,NA,Devolvido ao autor
PL 5505/2019,2225213,,,Estrutura Fundiária,,,,,,Negativo,negativo
MPV 900/2019,2225928,139444,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Negativo,negativo
MPV 901/2019,2225989,139448,,Estrutura Fundiária,,,,,,Negativo,negativo
MPV 903/2019,2229043,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,neutro
MPV 908/2019,2231391,140001,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,positivo
PL 6286/2019,2231918,,,Estrutura Fundiária,,,,,,Positivo,positivo
PL 6360/2019,2233209,,,Estrutura Fundiária,,,,,,Neutro,Neutro
MPV 910/2019,2233488,140116,,Estrutura Fundiária,,,,,,Negativo,Negativo
MPV 911/2019,2233489,140117,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,NA,perdeu a eficácia
PL 6425/2019,2233848,,,Estrutura Fundiária,,,,,,NA,Devolvido ao autor.
MPV 913/2019,2236185,140367,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
MPV 920/2020,2236262,140424,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 102/2020,2236499,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 209/2020,2236837,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 1304/2020,2242488,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 1684/2020,2244924,,,Estrutura Fundiária,,,,,,Neutro,neutro
PDL 166/2020,2250646,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PDL 170/2020,2250701,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PDL 171/2020,2250702,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PDL 174/2020,2250793,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PL 2320/2020,2251029,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 2322/2020,2251064,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 2363/2020,2251411,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PDL 189/2020,2251450,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 2633/2020,2252589,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 2660/2020,2252692,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PDL 247/2020,2254012,,,Estrutura Fundiária,,,,,,Positivo,Positivo
PL 3700/2020,2257022,,,Estrutura Fundiária,,,,,,Negativo,Negativo
MPV 993/2020,2258964,143654,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 4059/2020,2259293,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 4177/2020,2259950,,,Estrutura Fundiária,,,,,,Neutro,Neutro
MPV 996/2020,2260971,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 4447/2020,2261996,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PDL 391/2020,2262079,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 4566/2020,2262862,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PL 5386/2020,2266086,,,Estrutura Fundiária,,,,,,Negativo,Negativo
PL 5409/2020,2266183,,,Estrutura Fundiária,,,,,,Neutro,Neutro
PDL 564/2020,2267563,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Positivo,Positivo
PL 5580/2020,2267589,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PDL 568/2020,2267731,146100,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5603/2020,2267793,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5605/2020,2267803,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5606/2020,2267804,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5607/2020,2267805,,,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,Neutro
PL 5608/2020,2267806,,,Meio Ambiente e Desenvolvimento Sustentável,,,,,,Neutro,Neutro
PL 5625/2020,2267896,,,"Agricultura, Pecuária, Pesca e Extrativismo",,,,,,Neutro,neutro
PL 2963/2019,2268070,136853,,Estrutura Fundiária,,,,,,Neutro,Neutro
PRS 5/2020,,140760,,Nao especificado,,,,,,Positivo,Positivo
PRS 12/2020,,141238,,Nao especificado,,,,,,Positivo,Positivo
PEC 13/2019,,135609,,Meio ambiente,,,,,,Positivo,Positiva: estimula a preservação de vegetação nativa como forma de concessão de benefícios fiscais.
PRS 13/2019,,135464,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (02/2019)
PRS 19/2019,,135602,,Nao especificado,,,,,,Neutro,Neutro
PRS 22/2020,,142024,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (3/2020)
PEC 24/2020,,142971,,Meio ambiente,,,,,,Positivo,Positivo
PRS 24/2020,,142794,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (6/2020)
PDL 25/2019,,135165,,Nao especificado,,,,,,Negativo,Negativo
PRS 27/2019,,135858,,Nao especificado,,,,,,Neutro,Neutra
PDL 28/2019,2229142,135175,,Nao especificado,,,,,,Negativo,Negativo: exclui sem determinar compensação pela redução da a´rea.
PRS 37/2019,,136423,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (05/2019)
PRS 41/2019,,136596,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (07/2019)
PRS 49/2019,,136879,,Nao especificado,,,,,,Positivo,Positivo
PRS 52/2019,,137065,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (14/2020)
PDL 67/2020,,140895,,Nao especificado,,,,,,Negativo,Negativo
PLP 71/2019,,135796,,Meio ambiente,,,,,,Negativo,Negativo: precariza o licenciamento ambintal criando a figura da licença ambiental tácita.
PRS 84/2019,,138549,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (12/2019)
PRS 85/2019,,138552,,Nao especificado,,,,,,Positivo,Positivo
PDL 85/2020,,141084,,Nao especificado,,,,,,Positivo,Positivo
PL 90/2020,,140489,,Meio ambiente,,,,,,Positivo,positivo
PRS 100/2019,,139111,,Nao especificado,,,,,,Positivo,Positivo - Convertido em Resolução do Senado (24/2019)
PL 135/2020,,140530,,Meio ambiente,,,,,,Positivo,Positivo
PL 145/2020,,140541,,Meio ambiente,,,,,,Positivo,Positivo
PEC 184/2019,,139657,,Meio ambiente,,,,,,Positivo,Positivo
PDL 187/2020,,141764,,Nao especificado,,,,,,Positivo,Positivo
PL 189/2020,,140613,,Meio ambiente,,,,,,Positivo,Positivo
PDL 202/2019,,136417,,Nao especificado,,,,,,Positivo,Positivo
PEC 202/2019,,139916,,Meio ambiente,,,,,,Negativo,negativo
PEC 203/2019,,139917,,Meio ambiente,,,,,,Positivo,Positivo
PEC 212/2019,,140081,,Meio ambiente,,,,,,Positivo,Positivo
PDL 226/2020,,141968,,Nao especificado,,,,,,Positivo,Positivo
PEC 233/2019,,140340,,Meio ambiente,,,,,,Positivo,Positivo
PLP 240/2019,,139622,,Meio ambiente,,,,,,Neutro,Neutro
PL 358/2020,,140744,,Meio ambiente,,,,,,Positivo,Positivo
PL 415/2020,,140818,,Meio ambiente,,,,,,Positivo,positivo
PDL 418/2020,,144966,,Nao especificado,,,,,,Positivo,Positivo
PDL 452/2020,,145213,,Nao especificado,,,,,,Positivo,Positivo
PDL 525/2020,,145734,,Nao especificado,,,,,,Positivo,Positivo
PL 551/2019,,135117,,Meio ambiente,,,,,,Negativo,Negativo: pecariza a preservação de vegetação nativa ao instituir a redução automática diante da não manifestação em 60 dias do poder público.
PDL 564/2019,,138337,,Nao especificado,,,,,,Negativo,Negativo
PL 616/2019,,135169,,Meio ambiente,,,,,,Positivo,Positivo
PL 635/2019,,135161,,Recursos hídricos,,,,,,Neutro,Neutro: alguns conceitos requerem um definição mais abrangente de modo a não permitirem subterfúgios e efetivamente garantirem a respnsabilização em caso de eventos envolvendo ruptura de barragens.
PL 639/2019,,135158,,Meio ambiente,,,,,,Positivo,Positivo
PL 646/2019,,135179,,Meio ambiente,,,,,,Positivo,Positivo
PL 690/2019,,135207,,Meio ambiente,,,,,,Positivo,positivo
PL 724/2019,2244014,135230,,Meio ambiente,,,,,,Positivo,"Positivo: promove o aumento da participação da água de reúso no concumo de plantas industriais e prédios comerciais, favorecendo a preservação de recursos hídricos em localizades com baixos índices pluviométricos."
PL 754/2019,,135240,,Meio ambiente,,,,,,Positivo,Positivo
PL 811/2019,,135244,,Meio ambiente,,,,,,Negativo,"Negativo: corta o parque nacional do iguaçu co uma estrada utilizada para escoamento da produção agrícola da região, sem necessariamente promover incremento na conservação ambiental, especialmente da fauna."
PL 875/2019,,135332,,Meio ambiente,,,,,,Negativo,"Negativo: enfraquece o instituto da multa por dano ambiental, dando poder excessivo aos órgaos ambientais, quase que inviabilizando o instrumento."
PL 926/2019,,135377,,Meio ambiente,,,,,,Positivo,Positivo
PL 1037/2020,,141233,,Meio ambiente,,,,,,Negativo,Negativo: o projeto é uma forma sutil de legalizar a rinha de galos de briga.
PL 1053/2020,,141252,,"Agricultura, pecuária e abastecimento",,,,,,Positivo,Positivo
PL 1282/2019,,135567,,Meio ambiente,,,,,,Negativo,"Negativo: Precariza o instituto da reserva legal, permitindo a intervenção na a´rea,  que abre margem para novas intervenções."
PL 1304/2019,,135586,,Meio ambiente,,,,,,Positivo,positivo
PL 1330/2019,,135595,,Meio ambiente,,,,,,Positivo,Positivo
PL 1402/2019,,135653,,Meio ambiente,,,,,,Positivo,Positivo
